Latitude,Longitude,Time,Date,HDOP,Satellites,DeltaX,DeltaY
52.029476,0.7326667,204953.0,240626,0.86,10,1.6986084,0.80013864
52.02946,0.73266,204954.0,240626,0.86,10,1.6986084,0.4572222
52.02944,0.7326433,204956.0,240626,0.86,10,2.1232604,1.143056
52.029428,0.73263668,204957.0,240626,0.86,10,1.6986084,0.45722256
52.02941,0.732625,204959.0,240626,0.86,10,1.6986084,0.79605748
52.029384,0.73261508,205001.0,240626,0.86,10,2.9725648,0.68175216
52.02937,0.73261168,205002.0,240626,0.86,10,1.6986084,0.23269392
52.029348,0.732595,205005.0,240626,0.86,10,2.5479126,1.1389762
52.02933,0.732589936,205006.0,240626,0.86,10,1.6986084,0.347
52.02932,0.732589936,205007.0,240626,0.86,10,1.2739563,0.0
52.029304,0.7325917,205008.0,240626,0.86,10,1.6986084,-0.1183883
52.02929,0.7325983,205010.0,240626,0.86,10,1.6986084,-0.45314164
52.0292736,0.7325983,205011.0,240626,0.86,10,1.6986084,0.0
52.029264,0.7325983,205012.0,240626,0.86,10,1.2739563,0.0
52.029196,0.7325983,205018.0,240626,0.86,10,7.2190856,0.0
52.029184,0.732595,205019.0,240626,0.86,10,1.6986084,0.22453018
52.029132,0.7325917,205023.0,240626,0.86,10,5.5204772,0.22861278
52.029116,0.732588336,205024.0,240626,0.86,10,1.6986084,0.228612868
52.029076,0.73257832,205028.0,240626,0.86,10,4.671173,0.685839236
52.029044,0.7325867,205031.0,240626,0.86,10,3.3972168,-0.5715331
52.02903,0.7325867,205033.0,240626,0.86,10,1.6986084,0.0
52.02901,0.732585,205034.0,240626,0.86,10,2.1232604,0.1143067
52.028996,0.732589936,205036.0,240626,0.86,10,1.6986084,-0.33883784
52.028972,0.732595,205038.0,240626,0.86,10,2.5479126,-0.3470028
52.028952,0.73259336,205041.0,240626,0.86,10,2.1232604,0.11430686
52.02893,0.73259336,205043.0,240626,0.86,10,2.5479126,0.0
52.028916,0.7325917,205045.0,240626,0.86,10,1.6986084,0.11430695
52.02889,0.73259336,205047.0,240626,0.86,10,2.9725648,-0.11430702
52.028872,0.732589936,205049.0,240626,0.86,10,1.6986084,0.2326965
52.02885,0.7325817,205051.0,240626,0.86,10,2.5479126,0.56745316
52.028776,0.7325817,205058.0,240626,0.86,10,8.493042,0.0
52.02875,0.73257832,205100.0,240626,0.86,10,2.5479126,0.22861474
52.028736,0.73257832,205102.0,240626,0.86,10,1.6986084,0.0
52.0287,0.7325867,205105.0,240626,0.92,9,3.821869,-0.57153744
52.02868,0.7325983,205107.0,240626,0.92,9,2.5479126,-0.79607048
52.028652,0.7326084,205110.0,240626,0.92,9,2.9725648,-0.6899282
52.02863,0.7326133,205112.0,240626,0.86,10,2.5479126,-0.338840668
52.028608,0.732605,205114.0,240626,0.92,9,2.5479126,0.5715387
52.028572,0.7326017,205117.0,240626,0.86,10,3.821869,0.22453322
52.02855,0.7325983,205119.0,240626,0.86,10,2.5479126,0.2326982
52.028524,0.732595,205121.0,240626,0.86,10,2.9725648,0.22453348
52.028464,0.7325917,205125.0,240626,0.86,10,6.3697816,0.2286162
52.028444,0.732588336,205127.0,240626,0.86,10,2.5479126,0.22861631
52.02842,0.7325867,205129.0,240626,0.86,10,2.5479126,0.11430822
52.028408,0.7325867,205130.0,240626,0.86,10,1.2739563,0.0
52.028376,0.7325867,205132.0,240626,0.86,10,3.3972168,0.0
52.028364,0.732589936,205134.0,240626,0.86,10,1.6986084,-0.224534284
52.028344,0.7325917,205135.0,240626,0.86,10,2.1232604,-0.11839085
52.028328,0.73258332,205137.0,240626,0.86,10,1.6986084,0.57154224
52.028312,0.732575,205138.0,240626,0.86,10,1.6986084,0.57154244
52.028296,0.7325617,205140.0,240626,0.86,10,1.6986084,0.9103858
52.0282836,0.73255336,205141.0,240626,0.92,9,1.2739563,0.57154276
52.028264,0.73253832,205143.0,240626,0.86,10,2.5479126,1.0287776
52.02824,0.732525,205145.0,240626,0.86,10,2.5479126,0.9144694
52.02822,0.73251,205147.0,240626,0.86,10,2.1232604,1.0287784
52.028184,0.732468336,205151.0,240626,0.86,10,4.246521,2.8495556
52.028156,0.73246,205153.0,240626,0.86,10,2.9725648,0.5715444
52.02814,0.73244168,205156.0,240626,0.86,10,1.6986084,1.2573982
52.02812,0.7324284,205158.0,240626,0.86,10,2.5479126,0.9103894
52.02811,0.73241336,205200.0,240626,0.86,10,0.8493042,1.028781
52.02809,0.732405,205201.0,240626,0.86,10,2.1232604,0.57154524
52.028076,0.73239168,205203.0,240626,0.86,10,1.6986084,0.914472768
52.02804,0.73237336,205206.0,240626,0.86,10,3.821869,1.2533186
52.028028,0.73235832,205208.0,240626,0.86,10,1.6986084,1.028783
52.028004,0.73235168,205210.0,240626,0.86,10,2.5479126,0.45723712
52.02799,0.73234664,205212.0,240626,0.86,10,1.6986084,0.34292796
52.02797,0.7323434,205213.0,240626,0.86,10,2.1232604,0.224536268
52.027956,0.7323367,205215.0,240626,0.86,10,1.6986084,0.45723764
52.02794,0.732331636,205216.0,240626,0.86,10,1.6986084,0.347010832
52.02792,0.7323217,205218.0,240626,0.86,10,2.1232604,0.6817745
52.027904,0.7323167,205219.0,240626,0.86,10,1.6986084,0.342928616
52.02788,0.7323,205222.0,240626,0.86,10,2.5479126,1.143096
52.027868,0.73229,205224.0,240626,0.86,10,1.6986084,0.6817753
52.027856,0.73228492,205225.0,240626,0.86,10,1.2739563,0.34701148
52.027848,0.73227,205227.0,240626,0.86,10,0.8493042,1.0247047
52.027832,0.7322483,205229.0,240626,0.86,10,1.6986084,1.4860263
52.027824,0.73222332,205231.0,240626,0.86,10,0.8493042,1.7105636
52.027824,0.7321967,205233.0,240626,0.86,10,0.0,1.82487332
52.027824,0.73218,205234.0,240626,0.86,10,0.0,1.1430974
52.027824,0.7321633,205235.0,240626,0.86,10,0.0,1.1430974
52.027824,0.73213668,205237.0,240626,0.86,10,0.0,1.82487332
52.027824,0.7321133,205239.0,240626,0.86,10,0.0,1.6003363
52.027832,0.732085,205241.0,240626,0.86,10,-0.8493042,1.9391826
52.027832,0.73206,205243.0,240626,0.86,10,0.0,1.71056332
52.02784,0.732045,205244.0,240626,0.86,10,-0.8493042,1.0287874
52.02784,0.7320233,205246.0,240626,0.86,10,0.0,1.4860262
52.027848,0.7319983,205248.0,240626,0.86,10,-0.8493042,1.71056268
52.027848,0.73197336,205250.0,240626,0.86,10,0.0,1.71056268
52.02784,0.7319533,205252.0,240626,0.86,10,0.8493042,1.3717165
52.02784,0.73193336,205254.0,240626,0.86,10,0.0,1.3676339
52.02784,0.73191832,205255.0,240626,0.86,10,0.0,1.0287874
52.02784,0.7319033,205256.0,240626,0.86,10,0.0,1.0287874
52.027848,0.7318867,205257.0,240626,0.86,10,-0.8493042,1.1390144
52.027848,0.73187168,205258.0,240626,0.86,10,0.0,1.0287871
52.027856,0.73185508,205259.0,240626,0.86,10,-0.8493042,1.1390141
52.027856,0.73183832,205300.0,240626,0.86,10,0.0,1.1430966
52.027856,0.7318233,205301.0,240626,0.86,10,0.0,1.0287869
52.027856,0.7317966,205303.0,240626,0.86,10,0.0,1.8289546
52.027856,0.73178168,205304.0,240626,0.86,10,0.0,1.0247044
52.027856,0.7317583,205306.0,240626,0.86,10,0.0,1.6003352
52.027856,0.73174168,205308.0,240626,0.86,10,0.0,1.1390141
52.027868,0.73173168,205311.0,240626,0.86,10,-1.2739563,0.6858578
52.027856,0.731725,205312.0,240626,0.86,10,1.2739563,0.45723864
52.027856,0.7317067,205323.0,240626,0.86,10,0.0,1.2533238
52.027868,0.7316817,205325.0,240626,0.86,10,-1.2739563,1.71056184
52.027868,0.7316567,205327.0,240626,0.86,10,0.0,1.7146444
52.027868,0.7316383,205329.0,240626,0.86,10,0.0,1.2574059
52.027856,0.73165,205337.0,240626,0.86,10,1.2739563,-0.8001676
52.027856,0.731668336,205340.0,240626,0.86,10,0.0,-1.2574062
52.027848,0.731685,205342.0,240626,0.86,10,0.8493042,-1.1390144
52.027856,0.7317,205344.0,240626,0.86,10,-0.8493042,-1.0287869
52.02784,0.7317116,205347.0,240626,0.86,10,1.6986084,-0.7960854
52.027832,0.731730036,205350.0,240626,0.86,10,0.8493042,-1.2614894
52.027824,0.73174832,205354.0,240626,0.86,10,0.8493042,-1.2533246
52.02781,0.731749936,205358.0,240626,0.86,10,1.6986084,-0.11022729
52.027796,0.7317467,205359.0,240626,0.86,10,1.2739563,0.22453712
52.027784,0.7317383,205402.0,240626,0.86,10,1.6986084,0.57154924
52.02776,0.731725,205408.0,240626,0.86,10,2.5479126,0.91447928
52.027732,0.73171336,205413.0,240626,0.86,10,2.9725648,0.79608728
52.02771,0.7317333,205415.0,240626,0.86,10,2.5479126,-1.367638
52.02771,0.73176664,205416.0,240626,0.86,10,0.0,-2.2821184
52.027696,0.7318017,205417.0,240626,0.86,10,1.6986084,-2.4005116
52.027688,0.7318233,205418.0,240626,0.86,10,0.8493042,-1.4819487
52.027668,0.731825,205419.0,240626,0.86,10,2.1232604,-0.11431014
52.027652,0.73183336,205422.0,240626,0.86,10,1.6986084,-0.5715509
52.027636,0.7318417,205425.0,240626,0.85,10,1.6986084,-0.5715511
52.027624,0.7318233,205427.0,240626,0.85,10,1.6986084,1.2574128
52.02761,0.7318067,205428.0,240626,0.85,10,1.2739563,1.1390203
52.027596,0.73179336,205429.0,240626,0.85,10,1.6986084,0.9144826
52.027588,0.731768368,205431.0,240626,0.85,10,0.8493042,1.7105727
52.02758,0.73175336,205432.0,240626,0.85,10,0.8493042,1.0287933
52.027572,0.7317367,205433.0,240626,0.85,10,0.8493042,1.1390213
52.027564,0.73171,205435.0,240626,0.85,10,0.8493042,1.8289664
52.0275468,0.73169668,205436.0,240626,0.85,10,2.1232604,0.91448352
52.02753,0.731675,205438.0,240626,0.85,10,1.6986084,1.4819538
52.027524,0.73165336,205440.0,240626,0.85,10,0.8493042,1.4860366
52.027508,0.731628336,205442.0,240626,0.85,10,1.6986084,1.71057568
52.0275,0.73160664,205444.0,240626,0.85,10,0.8493042,1.4860374
52.02749,0.73158492,205446.0,240626,0.85,10,1.2739563,1.4860378
52.02748,0.73156504,205448.0,240626,0.85,10,0.8493042,1.3635624
52.02748,0.731550036,205453.0,240626,0.85,10,0.0,1.0287955
52.02748,0.73153,205500.0,240626,0.85,10,0.0,1.3717274
52.027472,0.7315117,205501.0,240626,0.85,10,0.8493042,1.2533344
52.02748,0.73148832,205503.0,240626,0.85,10,-0.8493042,1.6003486
52.02748,0.7314683,205505.0,240626,0.85,10,0.0,1.3717274
52.027472,0.7314517,205508.0,240626,0.85,10,0.8493042,1.1390238
52.027472,0.73142504,205512.0,240626,0.85,10,0.0,1.8248876
52.027472,0.7314066,205514.0,240626,0.85,10,0.0,1.2614995
52.02748,0.731385,205516.0,240626,0.85,10,-0.8493042,1.4819554
52.02748,0.73135832,205518.0,240626,0.9,9,0.0,1.82488732
52.02749,0.7313317,205520.0,240626,0.85,10,-0.8493042,1.8248872
52.02749,0.7313067,205522.0,240626,0.85,10,0.0,1.714659
52.02749,0.731281636,205524.0,240626,0.9,9,0.0,1.714659
52.02749,0.73125832,205526.0,240626,0.85,10,0.0,1.5962659
52.0275,0.7312467,205527.0,240626,0.9,9,-1.2739563,0.79609144
52.027508,0.73121832,205529.0,240626,0.85,10,-0.8493042,1.94327932
52.027508,0.7312033,205530.0,240626,0.85,10,0.0,1.0287949
52.027516,0.731175,205532.0,240626,0.85,10,-0.8493042,1.9391966
52.027516,0.73116,205533.0,240626,0.85,10,0.0,1.0287948
52.027516,0.7311366,205535.0,240626,0.85,10,0.0,1.6003475
52.027524,0.73112168,205538.0,240626,0.9,9,-0.8493042,1.0247121
52.02753,0.7311033,205548.0,240626,0.85,10,-0.8493042,1.2574154
52.02753,0.73108168,205550.0,240626,0.85,10,0.0,1.4819538
52.027524,0.7310583,205554.0,240626,0.85,10,0.8493042,1.6003472
52.027524,0.7310433,205628.0,240626,0.77,11,0.0,1.0287946
52.02753,0.7310583,205704.0,240626,0.77,11,-0.8493042,-1.0287944
52.02753,0.7310433,205753.0,240626,0.77,11,0.0,1.0287944
52.02753,0.7310283,205905.0,240626,0.77,11,0.0,1.0247118
52.027524,0.731049968,205937.0,240626,0.82,10,0.8493042,-1.4819541
52.027524,0.731065,205938.0,240626,0.82,10,0.0,-1.0287946
52.027524,0.7310867,205940.0,240626,0.82,10,0.0,-1.4860366
52.027524,0.73110492,205941.0,240626,0.82,10,0.0,-1.2533331
52.027524,0.7311433,205942.0,240626,0.82,10,0.0,-2.6250594
52.027524,0.73112664,205949.0,240626,0.82,10,0.0,1.1390226
52.02753,0.7311417,205957.0,240626,0.82,10,-0.8493042,-1.0287944
52.027516,0.7311317,210001.0,240626,0.99,9,1.6986084,0.6858632
52.0275,0.73112832,210002.0,240626,0.99,9,1.6986084,0.22862114
52.02749,0.73112832,210003.0,240626,0.99,9,1.2739563,0.0
52.02749,0.7311433,210004.0,240626,0.9,9,0.0,-1.0247129
52.02749,0.7311583,210005.0,240626,0.82,10,0.0,-1.0287954
52.02748,0.73117832,210008.0,240626,0.82,10,0.8493042,-1.3717274
52.027464,0.73119668,210010.0,240626,0.93,8,1.6986084,-1.2533348
52.02745,0.73120664,210011.0,240626,0.93,8,1.6986084,-0.68586416
52.027444,0.7311767,210013.0,240626,0.93,8,0.8493042,2.0535102
52.027424,0.73116,210015.0,240626,0.93,8,2.1232604,1.1431076
52.027444,0.731165,210022.0,240626,0.93,8,-2.1232604,-0.34293212
52.02745,0.73118,210023.0,240626,0.93,8,-0.8493042,-1.0287962
52.027464,0.731185,210025.0,240626,0.93,8,-1.6986084,-0.34293196
52.02745,0.73117336,210026.0,240626,0.93,8,1.6986084,0.800174836
52.027424,0.73115336,210028.0,240626,0.93,8,2.9725648,1.3676467
52.02741,0.731148336,210030.0,240626,0.89,9,1.6986084,0.3429324
52.02741,0.73113336,210031.0,240626,1.06,8,0.0,1.0287972
52.02741,0.7311133,210033.0,240626,1.06,8,0.0,1.3717296
52.027368,0.7310917,210036.0,240626,1.06,8,4.671173,1.4819594
52.027336,0.73107668,210037.0,240626,1.06,8,3.3972168,1.0287989
52.027344,0.7310583,210043.0,240626,0.89,9,-0.8493042,1.2574206
52.02733,0.7310433,210045.0,240626,0.89,9,1.6986084,1.028799
52.02732,0.7310283,210048.0,240626,0.89,9,0.8493042,1.0247166
52.027336,0.73103832,210053.0,240626,0.82,10,-1.6986084,-0.68586592
52.027336,0.7310217,210057.0,240626,0.82,10,0.0,1.1390274
52.027336,0.7310067,210059.0,240626,0.82,10,0.0,1.0287989
52.02735,0.73100492,210103.0,240626,0.82,10,-1.6986084,0.11839348
52.027368,0.73100492,210105.0,240626,0.82,10,-1.6986084,0.0
52.0273784,0.73101,210106.0,240626,0.82,10,-1.2739563,-0.34701516
52.0274,0.73103832,210109.0,240626,0.82,10,-2.5479126,-1.93920144
52.02741,0.73105668,210113.0,240626,0.82,10,-0.8493042,-1.2533363
52.0274,0.73107668,210124.0,240626,0.82,10,0.8493042,-1.3717298
52.027416,0.7310966,210125.0,240626,0.82,10,-1.6986084,-1.3676468
52.027424,0.7311133,210128.0,240626,0.82,10,-0.8493042,-1.1431076
52.027444,0.73111508,210130.0,240626,0.82,10,-2.1232604,-0.118393232
52.027444,0.7310917,210134.0,240626,0.99,9,0.0,1.60035
52.02745,0.73107668,210139.0,240626,0.99,9,-0.8493042,1.0287962
52.027444,0.73109336,210154.0,240626,0.99,9,0.8493042,-1.1431072
52.027636,0.731095,210238.0,240626,1.03,7,-21.657258,-0.11431021
52.02761,0.73108168,210239.0,240626,1.03,7,2.9725648,0.91448224
52.027596,0.731075,210240.0,240626,1.03,7,1.6986084,0.4572413
52.027572,0.7310467,210243.0,240626,1.03,7,2.5479126,1.939194
52.027564,0.731025,210245.0,240626,1.03,7,0.8493042,1.4860352
52.0275468,0.7310167,210246.0,240626,1.03,7,2.1232604,0.5674697
52.02753,0.7310116,210247.0,240626,1.03,7,1.6986084,0.347013984
52.027516,0.73102,210250.0,240626,1.03,7,1.6986084,-0.5715527
52.02749,0.73103005,210252.0,240626,0.95,8,2.9725648,-0.6899461
52.02749,0.7310467,210255.0,240626,0.95,8,0.0,-1.1390236
52.0275,0.73105668,210300.0,240626,0.95,8,-1.2739563,-0.6817809
52.02749,0.731055,210303.0,240626,0.95,8,1.2739563,0.11022808
52.0275,0.73106,210306.0,240626,0.95,8,-1.2739563,-0.34293172
52.02749,0.73105668,210307.0,240626,0.95,8,1.2739563,0.232703732
52.0275,0.73103832,210326.0,240626,0.95,8,-1.2739563,1.2533337
52.027516,0.73102,210331.0,240626,0.95,8,-1.6986084,1.2574159
52.02753,0.7310116,210338.0,240626,0.95,8,-1.6986084,0.57155248
52.02754,0.7310283,210341.0,240626,0.95,8,-0.8493042,-1.1431047
52.02753,0.7310433,210347.0,240626,0.95,8,0.8493042,-1.0247118
52.027508,0.731055,210349.0,240626,0.95,8,2.5479126,-0.8042563
52.02749,0.7310633,210350.0,240626,0.95,8,2.1232604,-0.5674705
52.02749,0.73108,210353.0,240626,0.95,8,0.0,-1.143106
52.0275,0.73109336,210356.0,240626,0.95,8,-1.2739563,-0.91448456
52.027516,0.73108992,210358.0,240626,0.95,8,-1.6986084,0.2327036
52.027508,0.731075,210401.0,240626,0.95,8,0.8493042,1.0247124
52.027524,0.7310867,210405.0,240626,0.95,8,-1.6986084,-0.8001736
52.027524,0.73107168,210408.0,240626,0.88,9,0.0,1.0287946
52.027508,0.7310783,210417.0,240626,0.88,9,1.6986084,-0.4572422
52.02749,0.73106664,210420.0,240626,0.88,9,2.1232604,0.80017424
52.02748,0.73104832,210422.0,240626,0.88,9,0.8493042,1.2533342
52.027464,0.73103005,210425.0,240626,0.88,9,1.6986084,1.2533348
52.027464,0.73101,210428.0,240626,0.88,9,0.0,1.3717278
52.02748,0.7310217,210437.0,240626,0.88,9,-1.6986084,-0.8001743
52.02749,0.73103832,210455.0,240626,0.88,9,-0.8493042,-1.1390236
52.0275,0.73104168,210501.0,240626,0.88,9,-1.2739563,-0.22862114
52.02749,0.7310433,210502.0,240626,0.88,9,1.2739563,-0.11022808
52.0275,0.731045,210503.0,240626,0.96,8,-1.2739563,-0.118393084
52.02749,0.73104832,210508.0,240626,1.12,7,1.2739563,-0.2286212
52.027472,0.73104832,210515.0,240626,1.12,7,1.6986084,0.0
52.027464,0.7310633,210523.0,240626,1.12,7,0.8493042,-1.0247134
52.027472,0.7310783,210529.0,240626,0.9,8,-0.8493042,-1.0287957
52.02749,0.73108832,210533.0,240626,0.9,8,-1.6986084,-0.6858636
52.0275,0.7310917,210535.0,240626,0.9,8,-1.2739563,-0.22862114
52.027516,0.731095,210536.0,240626,0.91,8,-1.6986084,-0.22862106
52.02753,0.7310983,210538.0,240626,0.9,8,-1.6986084,-0.22453846
52.02753,0.73108168,210542.0,240626,0.9,8,0.0,1.1390224
52.027516,0.73108332,210556.0,240626,0.9,8,1.6986084,-0.11431053
52.0273784,0.73102664,210627.0,240626,0.98,7,15.287476,3.8824872
52.027392,0.73100835,210635.0,240626,0.98,7,-1.6986084,1.2533368
52.0273784,0.73100332,210636.0,240626,0.98,7,1.6986084,0.34293264
52.027392,0.73100492,210638.0,240626,0.98,7,-1.6986084,-0.110228312
52.027392,0.73102664,210646.0,240626,0.89,9,0.0,-1.486041
52.0274,0.73101,210647.0,240626,0.89,9,-0.8493042,1.1390257
52.027416,0.730995,210650.0,240626,0.89,9,-1.6986084,1.028797
52.0274,0.73098664,210652.0,240626,0.89,9,1.6986084,0.5715541
52.0274,0.730971636,210656.0,240626,0.89,9,0.0,1.0287974
52.0274,0.7309567,210657.0,240626,0.89,9,0.0,1.0247148
52.027384,0.7309667,210658.0,240626,0.89,9,1.6986084,-0.6858652
52.0273784,0.73099168,210703.0,240626,0.89,9,0.8493042,-1.7105806
52.0273784,0.73101336,210705.0,240626,0.89,9,0.0,-1.4860414
52.027368,0.7310017,210711.0,240626,0.89,9,1.2739563,0.8001764
52.0273784,0.730995,210713.0,240626,0.89,9,-1.2739563,0.4572435
52.0274,0.73100492,210716.0,240626,0.89,9,-2.5479126,-0.6817824
52.027416,0.7310067,210717.0,240626,0.89,9,-1.6986084,-0.11839331
52.027444,0.73101,210720.0,240626,0.89,9,-2.9725648,-0.22862142
52.02745,0.731025,210721.0,240626,0.89,9,-0.8493042,-1.0247136
52.027464,0.7310367,210723.0,240626,0.89,9,-1.6986084,-0.8042571
52.02748,0.731045,210725.0,240626,0.89,9,-1.6986084,-0.56747056
52.0275,0.7310583,210729.0,240626,0.89,9,-2.1232604,-0.910402
52.02749,0.73104832,210732.0,240626,0.95,8,1.2739563,0.6817811
52.027472,0.7310433,210744.0,240626,0.89,9,1.6986084,0.34701444
52.02746,0.73103832,210758.0,240626,0.95,8,1.6986084,0.3388495
52.027444,0.73104,210802.0,240626,0.95,8,1.6986084,-0.11431071
52.02743,0.73105668,210807.0,240626,0.95,8,1.2739563,-1.1390248
52.027416,0.731049968,210809.0,240626,0.95,8,1.6986084,0.4572431
52.0274,0.731045,210811.0,240626,0.95,8,1.6986084,0.33884992
52.027384,0.73103832,210813.0,240626,0.95,8,1.6986084,0.45724348
52.027416,0.7310966,210905.0,240626,1.15,7,-3.3972168,-3.99271232
52.0274,0.731095,210927.0,240626,0.89,9,1.6986084,0.11022829
52.027384,0.7310917,210944.0,240626,1.08,8,1.6986084,0.22862174
52.027368,0.73108832,211013.0,240626,1.08,8,2.1232604,0.22862182
52.02735,0.73108168,211016.0,240626,1.08,8,1.6986084,0.45724376
52.027336,0.7310733,211019.0,240626,0.89,9,1.6986084,0.57155496
52.02732,0.731075,211035.0,240626,0.89,9,1.6986084,-0.114311024
52.02731,0.73107,211036.0,240626,0.89,9,1.2739563,0.342933168
52.02732,0.7310783,211057.0,240626,0.89,9,-1.2739563,-0.57155516
52.027336,0.73108992,211111.0,240626,0.89,9,-1.6986084,-0.7960944
52.027336,0.73110492,211115.0,240626,0.89,9,0.0,-1.0287989
52.02732,0.73111,211131.0,240626,0.89,9,1.6986084,-0.342933068
52.027336,0.7310917,211144.0,240626,0.89,9,-1.6986084,1.2533383
52.027344,0.73107668,211150.0,240626,0.89,9,-0.8493042,1.0287987
52.02736,0.73108992,211210.0,240626,0.89,9,-1.6986084,-0.9104049
52.0273784,0.7310867,211214.0,240626,0.89,9,-2.1232604,0.22453922
52.027392,0.7310867,211226.0,240626,0.89,9,-1.6986084,0.0
52.027392,0.73107168,211234.0,240626,0.89,9,0.0,1.0287976
52.027384,0.73105668,211248.0,240626,0.89,9,0.8493042,1.0287979
